id,marca,modelo,edad,kilometraje_km,combustible,transmision,potencia_cv,consumo_l_100km,num_duenos,estado,region,puertas,color,carroceria,precio_eur
1166,Volkswagen,Polo,20,299091,Diésel,Automático,128,6.2,6,Excelente,Murcia,5,Rojo,SUV,3207
1167,Ford,Fiesta,11,171041,Híbrido,Automático,75,5.3,3,Bueno,Murcia,5,Blanco,Compacto,1766
1168,Ford,Fiesta,17,255334,Eléctrico,Automático,81,4.9,2,Bueno,La Rioja,3,Gris,Berlina,1500
1169,Audi,Q3,4,71290,Diésel,Manual,149,6.2,1,Aceptable,Cataluña,5,Plata,SUV,10270
1170,Nissan,Qashqai,3,44329,Diésel,Automático,136,6.3,1,Aceptable,Madrid,5,Rojo,Compacto,7967
1171,Kia,Ceed,14,217625,Gasolina,Manual,129,6.7,2,Bueno,Navarra,3,Plata,Berlina,1500
1172,Renault,Captur,14,202732,Gasolina,Manual,118,7.7,1,Bueno,Aragón,3,Plata,Monovolumen,1500
1173,Audi,Q3,2,31800,Gasolina,Manual,131,6.6,3,Bueno,Aragón,5,Negro,Monovolumen,11598
1174,Mercedes,GLA,5,78479,Diésel,Manual,81,6.7,3,Bueno,Baleares,5,Negro,Monovolumen,8347
1175,Peugeot,308,7,119482,Eléctrico,Manual,139,5.0,2,Excelente,Extremadura,5,Plata,Familiar,5868
1176,Peugeot,308,8,119338,Diésel,Automático,158,6.8,3,Bueno,Baleares,5,Plata,Familiar,5250
1177,BMW,Serie 1,11,153329,Gasolina,Manual,135,5.6,2,Excelente,La Rioja,5,Gris,Familiar,3776
1178,Hyundai,i30,6,95283,Gasolina,Manual,76,7.2,2,Bueno,Castilla-La Mancha,5,Blanco,Compacto,4329
1179,Mercedes,Clase C,7,114228,Gasolina,Automático,159,7.5,1,Excelente,Andalucía,5,Rojo,Monovolumen,8943
1180,Nissan,Qashqai,1,5000,Diésel,Automático,63,6.1,1,Bueno,Valencia,5,Gris,Compacto,14150
1181,Dacia,Sandero,19,284693,Diésel,Manual,130,7.4,6,Aceptable,Cantabria,5,Negro,Berlina,1500
1182,Mercedes,Clase A,9,133620,Gasolina,Manual,86,7.4,1,Aceptable,Cataluña,5,Rojo,Berlina,3162
1183,Peugeot,3008,8,118540,Diésel,Manual,180,6.2,3,Bueno,Castilla-La Mancha,5,Plata,SUV,4605
1184,BMW,Serie 1,12,183745,Diésel,Automático,136,6.7,4,Bueno,Galicia,5,Gris,Familiar,3238
1185,Renault,Clio,18,272249,Diésel,Automático,175,5.3,4,Excelente,Galicia,3,Rojo,Familiar,1500
1186,Kia,Ceed,1,11046,Híbrido,Automático,92,5.5,3,Bueno,Madrid,5,Azul,Familiar,13579
1187,Toyota,Yaris,12,172960,Eléctrico,Manual,142,4.9,3,Bueno,Valencia,5,Azul,Familiar,3609
1188,Audi,Q3,11,156129,Híbrido,Manual,115,5.9,4,Bueno,Baleares,5,Gris,Berlina,4541
1189,Peugeot,308,13,208966,Diésel,Manual,128,5.9,2,Bueno,Baleares,5,Plata,Berlina,2114
1190,Mercedes,Clase C,16,247009,Híbrido,Automático,87,6.4,5,Bueno,Castilla y León,5,Azul,Compacto,3923
1191,BMW,Serie 1,16,240795,Gasolina,Automático,129,6.1,6,Bueno,Castilla-La Mancha,3,Azul,Monovolumen,2477
1192,Audi,Q3,11,165861,Diésel,Automático,104,7.0,1,Bueno,Murcia,5,Gris,Compacto,5966
1193,Toyota,C-HR,5,75292,Diésel,Manual,152,6.5,1,Bueno,Baleares,5,Plata,Berlina,10292
1194,Renault,Clio,7,98897,Diésel,Manual,67,6.1,2,Excelente,Andalucía,3,Azul,Compacto,2526
1195,Peugeot,208,7,109983,Diésel,Manual,146,5.9,3,Bueno,Murcia,5,Gris,Monovolumen,1645
1196,Peugeot,308,11,176883,Diésel,Automático,78,6.3,4,Bueno,Asturias,5,Negro,SUV,1500
1197,Ford,Fiesta,4,57957,Diésel,Automático,136,6.7,2,Bueno,País Vasco,5,Negro,SUV,6083
1198,Nissan,Juke,16,240051,Gasolina,Automático,83,5.6,6,Excelente,Murcia,3,Azul,Familiar,1500
1199,Renault,Clio,11,166702,Diésel,Manual,79,6.4,2,Bueno,La Rioja,3,Rojo,Compacto,3492
1200,Citroen,C5 Aircross,15,230730,Gasolina,Manual,194,7.6,3,Bueno,Madrid,5,Gris,Berlina,1880
1201,Mercedes,Clase C,2,39362,Diésel,Manual,116,8.6,2,Aceptable,Castilla y León,3,Negro,Familiar,17494
1202,Peugeot,3008,14,205850,Gasolina,Manual,122,7.0,3,Excelente,Canarias,5,Azul,Compacto,2718
1203,Nissan,Juke,2,23994,Diésel,Automático,149,5.3,1,Bueno,Baleares,5,Blanco,Monovolumen,10280
1204,BMW,Serie 1,18,272488,Híbrido,Manual,84,5.6,2,Excelente,Madrid,5,Blanco,Berlina,1500
1205,Ford,Kuga,6,83085,Gasolina,Manual,158,6.9,3,Bueno,Andalucía,5,Azul,SUV,7005
1206,Kia,Sportage,5,76213,Gasolina,Automático,104,6.7,3,Bueno,Castilla y León,5,Plata,SUV,6048
1207,Audi,A3,7,112059,Diésel,Manual,155,8.1,4,Bueno,Murcia,5,Negro,SUV,8631
1208,SEAT,Arona,6,91027,Diésel,Manual,115,5.0,1,Excelente,Castilla y León,5,Negro,Familiar,4046
1209,SEAT,León,6,82778,Gasolina,Manual,197,7.4,6,Bueno,Andalucía,5,Gris,Monovolumen,3823
1210,SEAT,Arona,19,283196,Diésel,Manual,100,7.7,5,Excelente,País Vasco,5,Blanco,Familiar,1500
1211,SEAT,Ateca,1,21303,Diésel,Manual,141,7.1,3,Bueno,Andalucía,3,Blanco,Familiar,15060
1212,Ford,Kuga,15,230788,Híbrido,Manual,123,5.2,5,Bueno,Andalucía,3,Plata,Familiar,3641
1213,Volkswagen,Tiguan,17,255592,Híbrido,Manual,112,5.8,5,Bueno,Madrid,5,Plata,Berlina,2390
1214,Nissan,Juke,15,218695,Híbrido,Manual,135,4.4,4,Bueno,Cantabria,5,Plata,SUV,2375
1215,Volkswagen,Golf,14,217020,Híbrido,Manual,138,6.0,3,Excelente,Extremadura,3,Rojo,SUV,4110
1216,Toyota,C-HR,4,61996,Gasolina,Manual,60,7.1,1,Bueno,Asturias,3,Azul,Compacto,8479
1217,Renault,Captur,6,96477,Gasolina,Automático,115,7.3,2,Bueno,Aragón,5,Plata,Berlina,5080
1218,SEAT,León,20,321229,Gasolina,Manual,109,6.5,6,Aceptable,Castilla-La Mancha,5,Plata,Compacto,2122
1219,Toyota,C-HR,16,247402,Gasolina,Manual,134,7.7,1,Excelente,Galicia,5,Azul,SUV,3158
1220,BMW,Serie 1,12,181870,Híbrido,Manual,159,6.0,4,Bueno,Extremadura,5,Azul,SUV,4244
1221,Dacia,Duster,9,151953,Diésel,Manual,76,7.2,2,Excelente,Cantabria,3,Rojo,Berlina,1500
1222,Toyota,C-HR,7,100600,Gasolina,Automático,117,7.4,1,Excelente,Canarias,5,Plata,SUV,8943
1223,Audi,A1,4,64907,Diésel,Manual,129,7.2,1,Bueno,Andalucía,5,Plata,Familiar,5558
1224,Opel,Astra,16,233869,Diésel,Manual,128,6.0,3,Bueno,Cataluña,5,Blanco,Monovolumen,2491
1225,Dacia,Sandero,15,226261,Gasolina,Manual,84,7.2,3,Excelente,Asturias,5,Azul,Compacto,2155
1226,Opel,Corsa,6,91504,Híbrido,Manual,108,6.0,1,Bueno,Cantabria,5,Negro,Monovolumen,6591
1227,Audi,A4,1,5000,Gasolina,Manual,141,6.5,1,Excelente,Castilla-La Mancha,5,Rojo,SUV,30298
1228,Peugeot,308,7,111229,Diésel,Automático,101,6.5,3,Bueno,Aragón,5,Gris,Familiar,2212
1229,Toyota,C-HR,16,229632,Gasolina,Manual,75,6.1,5,Aceptable,Navarra,5,Negro,Compacto,3933
1230,Dacia,Duster,8,107665,Gasolina,Manual,108,6.8,2,Excelente,Aragón,5,Blanco,Berlina,2628
1231,Opel,Corsa,14,227714,Gasolina,Automático,76,6.9,4,Bueno,Asturias,3,Negro,Berlina,1721
1232,Dacia,Sandero,5,66308,Diésel,Manual,122,5.9,1,Aceptable,Cantabria,5,Plata,Berlina,5139
1233,BMW,Serie 1,8,133048,Gasolina,Automático,91,7.7,3,Bueno,La Rioja,5,Plata,Berlina,4255
1234,Hyundai,Tucson,8,114494,Diésel,Manual,190,6.0,1,Excelente,Aragón,5,Gris,Monovolumen,6695
1235,Dacia,Duster,4,66233,Híbrido,Manual,146,6.2,2,Aceptable,Castilla-La Mancha,3,Negro,Familiar,4712
1236,Volkswagen,Polo,11,157581,Gasolina,Manual,142,6.7,2,Bueno,Navarra,5,Plata,Berlina,3902
1237,Skoda,Fabia,12,172015,Eléctrico,Manual,66,6.5,1,Bueno,Canarias,5,Azul,Berlina,1690
1238,Renault,Megane,17,252946,Diésel,Manual,67,7.5,5,Excelente,Galicia,5,Azul,Compacto,1500
1239,Citroen,C3,5,82523,Diésel,Manual,134,5.7,2,Bueno,Navarra,5,Plata,Familiar,4638
1240,Peugeot,3008,6,90486,Diésel,Automático,178,6.6,1,Bueno,Asturias,3,Negro,SUV,8092
1241,Hyundai,Tucson,8,109367,Híbrido,Manual,61,5.9,5,Bueno,País Vasco,3,Rojo,Compacto,5449
1242,Citroen,C4,19,281790,Diésel,Manual,147,7.2,3,Bueno,Cataluña,5,Plata,Familiar,1540
1243,Dacia,Duster,7,114843,Gasolina,Manual,93,7.6,1,Bueno,Aragón,5,Azul,Compacto,1500
1244,SEAT,Ateca,10,153283,Gasolina,Manual,110,7.1,1,Bueno,Cataluña,5,Azul,Compacto,4028
1245,BMW,Serie 1,18,251953,Diésel,Manual,120,6.6,5,Bueno,Murcia,5,Gris,Berlina,1500
1246,Citroen,C5 Aircross,1,9403,Gasolina,Automático,124,8.4,2,Bueno,Cataluña,3,Gris,Monovolumen,9600
1247,Volkswagen,Polo,1,21775,Eléctrico,Manual,65,6.5,1,Bueno,Valencia,5,Plata,Compacto,11816
1248,Mercedes,Clase C,8,116926,Gasolina,Automático,110,9.3,4,Bueno,Valencia,5,Azul,SUV,9321
1249,Peugeot,208,2,39170,Gasolina,Manual,122,6.3,2,Bueno,Castilla-La Mancha,5,Blanco,Monovolumen,7500
1250,Dacia,Duster,14,209904,Diésel,Manual,85,5.3,3,Bueno,Cataluña,5,Negro,Berlina,2376
1251,Mercedes,Clase C,20,293679,Gasolina,Manual,147,7.0,6,Bueno,País Vasco,5,Rojo,Familiar,4266
1252,Nissan,Qashqai,13,195393,Gasolina,Automático,105,6.2,3,Excelente,Navarra,5,Rojo,Berlina,4758
1253,Citroen,C5 Aircross,7,99238,Diésel,Manual,147,6.3,3,Bueno,Madrid,5,Gris,Familiar,5015
1254,Dacia,Duster,16,225705,Diésel,Automático,182,7.1,1,Bueno,Aragón,5,Gris,Berlina,1500
1255,Kia,Ceed,2,44720,Eléctrico,Manual,152,5.1,1,Aceptable,Valencia,5,Rojo,Monovolumen,7537
1256,Dacia,Duster,11,174568,Diésel,Manual,150,7.1,6,Excelente,Aragón,5,Rojo,Familiar,1917
1257,Hyundai,i30,20,292143,Diésel,Manual,112,6.8,6,Aceptable,Cantabria,5,Negro,Familiar,2124
1258,Kia,Rio,17,265200,Gasolina,Manual,141,7.4,1,Bueno,Aragón,5,Plata,Compacto,1500
1259,Kia,Rio,7,106187,Gasolina,Manual,141,7.5,4,Bueno,Asturias,5,Plata,Monovolumen,4058
1260,Nissan,Juke,3,49084,Diésel,Manual,135,6.9,1,Bueno,Extremadura,5,Azul,Familiar,6623
1261,Opel,Corsa,8,119723,Gasolina,Manual,152,9.1,1,Bueno,Aragón,5,Blanco,SUV,1500
1262,Kia,Rio,7,117736,Eléctrico,Manual,65,4.3,6,Bueno,Galicia,5,Rojo,Compacto,4479
1263,Renault,Captur,2,18743,Diésel,Automático,87,6.8,3,Bueno,Aragón,5,Azul,SUV,9473
1264,Renault,Megane,20,307694,Diésel,Automático,150,6.6,4,Bueno,Castilla y León,5,Negro,Familiar,1500
1265,Citroen,C4,13,197342,Gasolina,Automático,62,5.9,3,Bueno,Navarra,3,Blanco,Berlina,1500
1266,Toyota,C-HR,6,101824,Diésel,Manual,92,5.9,5,Aceptable,Aragón,5,Rojo,Familiar,7358
1267,Peugeot,3008,10,149205,Híbrido,Automático,103,3.9,6,Bueno,Valencia,3,Blanco,Berlina,3975
1268,Hyundai,Tucson,5,71021,Híbrido,Manual,137,5.6,2,Aceptable,Andalucía,5,Rojo,Familiar,9284
1269,SEAT,Ateca,5,89859,Híbrido,Manual,85,6.8,2,Bueno,Cataluña,5,Plata,Familiar,7900
1270,Citroen,C4,17,266470,Gasolina,Automático,95,6.9,5,Bueno,Andalucía,5,Gris,Monovolumen,2892
1271,Hyundai,Tucson,10,140368,Gasolina,Manual,135,7.7,6,Excelente,Andalucía,5,Plata,Familiar,3653
1272,Renault,Megane,5,72085,Diésel,Automático,180,7.2,1,Bueno,Extremadura,5,Azul,SUV,5794
1273,Audi,A4,1,5000,Gasolina,Manual,162,8.2,1,Bueno,Castilla-La Mancha,5,Rojo,Monovolumen,22953
1274,Dacia,Duster,11,175049,Híbrido,Manual,159,4.8,4,Bueno,Extremadura,5,Negro,SUV,1500
1275,Ford,Focus,1,14428,Gasolina,Manual,73,7.4,3,Excelente,Castilla y León,5,Negro,Berlina,14678
1276,SEAT,Arona,9,135310,Diésel,Automático,133,7.9,2,Bueno,Aragón,5,Plata,Monovolumen,3824
1277,Ford,Kuga,4,67068,Gasolina,Manual,95,6.3,1,Bueno,Canarias,5,Azul,Familiar,6358
1278,Kia,Ceed,18,266937,Gasolina,Manual,94,6.8,6,Excelente,Andalucía,5,Gris,Berlina,2900
1279,Skoda,Octavia,2,30366,Híbrido,Automático,131,4.7,2,Aceptable,Castilla y León,5,Blanco,Monovolumen,10082
1280,Kia,Rio,17,251004,Eléctrico,Manual,146,7.0,2,Bueno,Valencia,5,Blanco,SUV,1500
1281,Citroen,C5 Aircross,4,71327,Gasolina,Manual,96,7.1,3,Bueno,Castilla-La Mancha,5,Plata,Berlina,6654
1282,Citroen,C3,19,296136,Eléctrico,Manual,122,4.8,5,Excelente,Castilla y León,5,Blanco,SUV,1948
1283,Ford,Kuga,11,157547,Gasolina,Manual,110,7.1,3,Bueno,Baleares,5,Rojo,Monovolumen,2446
1284,Volkswagen,Tiguan,18,259653,Gasolina,Manual,60,7.3,5,Bueno,Andalucía,5,Negro,Compacto,3675
1285,Skoda,Octavia,2,36615,Gasolina,Manual,73,6.4,1,Bueno,Extremadura,5,Negro,Compacto,8781
1286,Citroen,C3,12,193416,Diésel,Manual,118,6.7,3,Bueno,La Rioja,5,Rojo,Familiar,2608
1287,Mercedes,GLA,11,166055,Gasolina,Manual,108,6.3,4,Bueno,Canarias,5,Azul,SUV,4408
1288,Peugeot,208,5,73215,Gasolina,Automático,137,7.1,3,Bueno,Aragón,3,Azul,Monovolumen,4821
1289,Mercedes,Clase A,6,103466,Gasolina,Manual,119,6.3,2,Excelente,Andalucía,5,Negro,Berlina,7267
1290,Mercedes,GLA,11,166774,Gasolina,Manual,60,7.5,1,Bueno,Castilla y León,5,Negro,Compacto,3952
1291,Nissan,Qashqai,14,184868,Diésel,Automático,129,6.9,5,Bueno,Aragón,5,Rojo,Berlina,4398
1292,Skoda,Karoq,1,10425,Diésel,Automático,83,5.9,1,Excelente,País Vasco,5,Gris,SUV,21625
1293,Dacia,Sandero,11,167267,Gasolina,Manual,123,5.9,2,Bueno,Murcia,5,Azul,SUV,1500
1294,SEAT,Ateca,19,288683,Eléctrico,Manual,106,5.7,1,Aceptable,País Vasco,3,Plata,Berlina,1815
1295,Toyota,Yaris,12,185336,Gasolina,Manual,91,6.9,3,Bueno,Cantabria,5,Rojo,SUV,2833
1296,Toyota,Yaris,1,11871,Diésel,Automático,116,6.0,1,Excelente,Aragón,5,Azul,Compacto,13987
1297,Skoda,Fabia,8,115497,Diésel,Automático,170,7.1,4,Excelente,Cantabria,3,Blanco,Familiar,2631
1298,Nissan,Micra,3,39573,Gasolina,Automático,64,8.4,2,Bueno,Valencia,5,Plata,Compacto,5672
1299,Hyundai,i20,16,235146,Diésel,Manual,129,6.4,4,Excelente,Castilla-La Mancha,5,Rojo,Monovolumen,1500
1300,Audi,A4,20,306123,Gasolina,Automático,156,7.6,5,Aceptable,Asturias,5,Azul,SUV,1500
1301,Toyota,Yaris,10,152734,Diésel,Manual,97,4.5,1,Excelente,País Vasco,5,Plata,SUV,3171
1302,SEAT,León,17,241394,Diésel,Manual,111,6.3,6,Bueno,Canarias,3,Rojo,Familiar,2504
1303,Dacia,Sandero,2,32361,Gasolina,Manual,113,7.2,1,Aceptable,La Rioja,5,Azul,Monovolumen,5521
1304,Mercedes,GLA,10,151376,Diésel,Automático,131,7.6,5,Excelente,Andalucía,5,Rojo,Monovolumen,5260
1305,Renault,Captur,6,77966,Diésel,Automático,86,5.9,3,Bueno,Murcia,5,Azul,Compacto,1500
1306,Citroen,C5 Aircross,16,238248,Diésel,Manual,136,6.3,3,Bueno,Canarias,5,Plata,Monovolumen,1563
1307,Hyundai,i20,8,124755,Diésel,Manual,122,6.2,1,Excelente,Castilla-La Mancha,5,Negro,Familiar,3593
1308,Audi,A3,2,18142,Diésel,Manual,158,6.4,1,Bueno,Castilla y León,5,Rojo,Familiar,18402
1309,Dacia,Sandero,14,201748,Diésel,Manual,126,7.9,3,Excelente,Cataluña,5,Rojo,Berlina,1500
1310,Dacia,Sandero,10,152926,Híbrido,Automático,139,6.4,2,Excelente,Aragón,5,Gris,Berlina,1500
1311,BMW,Serie 1,9,126474,Gasolina,Automático,87,7.1,4,Excelente,Cantabria,3,Plata,Familiar,7158
1312,Toyota,Corolla,19,279787,Gasolina,Manual,111,6.0,6,Bueno,Andalucía,3,Negro,Berlina,1500
1313,Peugeot,208,14,199897,Gasolina,Manual,99,7.3,5,Bueno,La Rioja,5,Negro,Monovolumen,1500
1314,Renault,Captur,9,141071,Diésel,Manual,141,7.7,2,Excelente,Cantabria,5,Azul,Familiar,3505
1315,Peugeot,308,9,132792,Híbrido,Automático,105,7.6,2,Aceptable,Navarra,5,Plata,Familiar,3631
1316,Renault,Captur,8,119334,Híbrido,Manual,164,3.7,4,Bueno,La Rioja,3,Negro,SUV,2633
1317,Opel,Mokka,20,306666,Gasolina,Manual,144,8.0,6,Bueno,Cataluña,5,Negro,Familiar,3219
1318,Mercedes,Clase C,1,13455,Gasolina,Manual,136,6.7,1,Excelente,Canarias,5,Plata,Berlina,30609
1319,Opel,Astra,17,247433,Diésel,Manual,109,5.8,2,Bueno,Asturias,5,Gris,Berlina,2770
1320,Nissan,Qashqai,20,295872,Gasolina,Automático,90,7.7,5,Bueno,Galicia,5,Blanco,Compacto,2078
1321,Kia,Rio,4,71182,Gasolina,Manual,159,6.8,4,Aceptable,Valencia,5,Blanco,SUV,4876
1322,Peugeot,308,6,95616,Eléctrico,Automático,120,5.6,1,Bueno,Madrid,5,Azul,Monovolumen,7289
1323,Audi,A3,10,155049,Diésel,Manual,101,7.4,5,Bueno,Andalucía,5,Plata,Monovolumen,4318
1324,Toyota,Yaris,13,194238,Diésel,Automático,100,6.3,2,Excelente,Valencia,5,Plata,Berlina,2708
1325,Kia,Sportage,1,9673,Gasolina,Manual,136,7.3,1,Bueno,Navarra,5,Azul,Berlina,15651
1326,Audi,A3,10,149286,Gasolina,Manual,170,6.4,5,Bueno,Cataluña,5,Azul,Monovolumen,2852
1327,Volkswagen,Polo,15,237299,Gasolina,Manual,145,5.2,5,Excelente,La Rioja,3,Azul,Berlina,1546
1328,Skoda,Octavia,14,201032,Diésel,Automático,87,7.3,1,Bueno,Castilla y León,5,Gris,Monovolumen,1500
1329,Citroen,C3,12,181978,Diésel,Manual,152,5.3,6,Bueno,Aragón,5,Azul,SUV,1500
1330,Citroen,C5 Aircross,17,251708,Diésel,Manual,116,5.9,3,Bueno,Asturias,5,Blanco,Monovolumen,1500
1331,Ford,Focus,13,195123,Eléctrico,Automático,60,4.9,4,Bueno,Navarra,3,Gris,Compacto,2775
1332,Mercedes,Clase C,7,98293,Diésel,Automático,99,7.1,1,Excelente,Canarias,3,Plata,Monovolumen,8940
1333,BMW,Serie 1,14,209891,Diésel,Manual,102,6.3,4,Bueno,Canarias,5,Rojo,Monovolumen,1709
1334,Dacia,Sandero,4,68467,Gasolina,Manual,117,7.5,1,Bueno,Castilla-La Mancha,5,Plata,Berlina,3737
1335,Ford,Kuga,1,9182,Gasolina,Manual,75,6.3,1,Aceptable,Cantabria,5,Rojo,Compacto,11927
1336,Hyundai,i30,6,89838,Gasolina,Automático,158,8.6,1,Excelente,País Vasco,5,Plata,SUV,8381
1337,Mercedes,Clase A,1,10492,Diésel,Manual,139,6.7,1,Excelente,Baleares,5,Negro,Familiar,19077
1338,Kia,Ceed,7,103024,Gasolina,Manual,81,8.6,3,Excelente,País Vasco,3,Azul,SUV,4616
1339,Peugeot,3008,2,24788,Híbrido,Manual,83,5.2,1,Excelente,País Vasco,5,Blanco,Familiar,15960
1340,Peugeot,3008,11,165696,Diésel,Automático,104,6.8,2,Bueno,Extremadura,5,Blanco,Monovolumen,3804
1341,Citroen,C3,18,273426,Híbrido,Automático,139,5.5,3,Aceptable,Cataluña,5,Gris,SUV,2529
1342,Peugeot,3008,6,105624,Gasolina,Manual,105,6.6,2,Bueno,Castilla-La Mancha,5,Blanco,Familiar,4710
1343,Dacia,Sandero,5,84064,Híbrido,Automático,133,4.6,5,Excelente,Andalucía,5,Gris,Familiar,6425
1344,Audi,A4,4,46747,Gasolina,Manual,176,8.1,1,Aceptable,Valencia,3,Plata,SUV,13566
1345,Skoda,Fabia,2,38625,Diésel,Manual,127,6.4,1,Excelente,Baleares,5,Rojo,SUV,7349
1346,Kia,Rio,4,50531,Híbrido,Manual,70,4.4,2,Bueno,Andalucía,5,Blanco,Compacto,4306
1347,BMW,Serie 3,2,26408,Diésel,Automático,119,6.6,1,Bueno,Cataluña,5,Azul,Familiar,17491
1348,Citroen,C5 Aircross,4,53620,Gasolina,Manual,156,7.4,3,Bueno,Madrid,5,Negro,Familiar,6753
1349,SEAT,Arona,17,259076,Gasolina,Manual,75,8.3,5,Bueno,País Vasco,5,Plata,Compacto,1500
1350,Dacia,Duster,13,195248,Gasolina,Automático,125,7.5,4,Bueno,País Vasco,5,Negro,SUV,2858
1351,Toyota,C-HR,3,48046,Diésel,Automático,168,6.6,2,Bueno,Aragón,5,Blanco,SUV,10149
1352,Nissan,Micra,1,11839,Diésel,Automático,117,7.6,2,Bueno,Navarra,3,Plata,Berlina,12400
1353,Renault,Captur,8,128977,Gasolina,Manual,120,8.7,2,Bueno,Castilla y León,5,Plata,Berlina,2016
1354,Skoda,Octavia,10,145280,Híbrido,Automático,118,4.9,3,Aceptable,La Rioja,3,Negro,Berlina,2179
1355,Mercedes,GLA,3,44982,Gasolina,Manual,83,6.2,1,Bueno,Valencia,3,Blanco,Berlina,12868
1356,Kia,Sportage,16,242500,Diésel,Manual,146,7.8,4,Excelente,Cantabria,3,Plata,Familiar,1637
1357,Mercedes,GLA,2,31359,Eléctrico,Manual,127,6.0,1,Bueno,Cataluña,5,Negro,Berlina,21670
1358,Audi,A1,5,80721,Gasolina,Manual,100,5.9,2,Excelente,Castilla-La Mancha,5,Negro,Berlina,6555
1359,Ford,Focus,11,162056,Gasolina,Manual,102,7.6,1,Bueno,Extremadura,5,Rojo,Monovolumen,1792
1360,Toyota,Corolla,15,217854,Híbrido,Manual,129,5.2,6,Aceptable,Cantabria,5,Plata,Monovolumen,1575
1361,Dacia,Duster,7,105862,Gasolina,Automático,103,7.4,6,Bueno,Asturias,3,Plata,Berlina,3588
1362,Ford,Fiesta,13,196744,Diésel,Manual,60,7.3,1,Aceptable,Canarias,5,Rojo,Compacto,1667
1363,Nissan,Qashqai,1,12045,Gasolina,Manual,135,6.4,1,Bueno,Castilla-La Mancha,5,Rojo,Monovolumen,13363
1364,Volkswagen,Passat,1,13704,Gasolina,Manual,107,7.1,1,Aceptable,Aragón,3,Azul,Compacto,19150
1365,Volkswagen,Tiguan,5,67222,Híbrido,Manual,131,6.6,1,Excelente,País Vasco,5,Plata,SUV,10009
1366,SEAT,Ateca,7,101946,Diésel,Automático,148,6.4,1,Excelente,Extremadura,5,Plata,Familiar,6471
1367,Mercedes,Clase C,13,201222,Diésel,Automático,111,7.1,6,Excelente,La Rioja,5,Rojo,Familiar,5238
1368,Volkswagen,Tiguan,2,34294,Gasolina,Automático,98,8.3,3,Excelente,Murcia,5,Plata,Monovolumen,12819
1369,Toyota,Yaris,1,18298,Diésel,Automático,149,5.0,1,Excelente,Baleares,5,Gris,Berlina,12113
1370,Renault,Clio,8,122173,Diésel,Automático,169,6.6,3,Bueno,Cantabria,5,Negro,Familiar,3986
1371,Nissan,Qashqai,17,243063,Gasolina,Manual,162,7.1,5,Aceptable,Baleares,3,Gris,Familiar,3409
1372,Kia,Ceed,13,187590,Gasolina,Manual,60,8.2,4,Bueno,Andalucía,5,Blanco,Compacto,3073
1373,Volkswagen,Golf,9,139757,Gasolina,Manual,132,7.5,5,Excelente,La Rioja,5,Blanco,Monovolumen,5408
1374,Dacia,Sandero,15,221762,Gasolina,Manual,60,6.3,5,Bueno,Asturias,3,Plata,Berlina,1500
1375,Ford,Kuga,9,138607,Diésel,Automático,146,6.1,1,Bueno,Extremadura,3,Blanco,Berlina,3157
1376,Peugeot,308,11,171953,Gasolina,Manual,94,8.8,2,Bueno,Andalucía,5,Rojo,Monovolumen,3893
1377,Ford,Kuga,10,140488,Híbrido,Automático,141,5.6,3,Bueno,Extremadura,5,Plata,Monovolumen,2857
1378,Renault,Megane,13,201561,Gasolina,Manual,118,6.6,2,Excelente,Cantabria,3,Blanco,Familiar,3723
1379,Skoda,Karoq,2,22335,Gasolina,Manual,152,7.2,3,Aceptable,Canarias,5,Rojo,SUV,12247
1380,Toyota,Corolla,10,167945,Gasolina,Automático,102,7.1,4,Aceptable,Murcia,5,Azul,SUV,3884
1381,Renault,Megane,20,295403,Diésel,Manual,121,6.2,6,Bueno,Navarra,5,Gris,Familiar,1500
1382,Volkswagen,Golf,14,227250,Híbrido,Manual,120,5.2,2,Bueno,Aragón,5,Plata,Monovolumen,2068
1383,Volkswagen,Golf,19,292462,Eléctrico,Manual,172,5.4,4,Aceptable,Cataluña,5,Plata,SUV,1500
1384,Hyundai,Tucson,4,69195,Diésel,Manual,90,6.8,2,Bueno,Cataluña,5,Blanco,SUV,9061
1385,Citroen,C3,13,193706,Diésel,Manual,111,6.2,1,Bueno,Madrid,3,Azul,Berlina,4627
1386,Toyota,C-HR,17,255994,Híbrido,Manual,134,4.9,6,Bueno,La Rioja,5,Azul,Berlina,2667
1387,BMW,Serie 3,8,121023,Gasolina,Manual,125,6.8,2,Bueno,País Vasco,5,Azul,Berlina,4981
1388,Mercedes,Clase A,12,170655,Gasolina,Manual,158,6.9,2,Bueno,Castilla y León,5,Azul,Familiar,3954
1389,Audi,A1,8,121457,Gasolina,Automático,132,6.2,5,Bueno,Castilla-La Mancha,3,Blanco,Berlina,3437
1390,Peugeot,208,5,91035,Gasolina,Manual,107,7.0,1,Aceptable,País Vasco,5,Plata,Berlina,2923
1391,Kia,Sportage,3,56974,Gasolina,Automático,128,5.5,1,Excelente,Andalucía,5,Negro,SUV,11292
1392,Renault,Captur,5,61390,Gasolina,Manual,89,7.4,1,Bueno,Andalucía,3,Blanco,Compacto,5465
1393,Kia,Ceed,18,268898,Diésel,Automático,73,6.3,2,Bueno,Asturias,5,Negro,Berlina,2453
1394,Citroen,C5 Aircross,19,293987,Diésel,Manual,126,6.7,6,Bueno,La Rioja,3,Blanco,Berlina,3137
